vertex_1,vertex_2,diameter
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,40,7.0085
40,41,5.8849
41,41,9.2786
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,41,5.7947
41,42,6.4292
42,42,9.2786
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,42,15.033
42,43,20.597
43,43,17.568
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,43,24.0
43,44,18.219
44,44,17.568
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,44,4.7035
44,45,4.1923
45,45,20.597
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,45,25.849
45,46,19.654
46,46,20.597
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,46,20.909
46,47,14.905
47,47,6.1344
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,47,5.7912
47,48,6.7901
48,48,6.1344
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,48,6.8173
48,49,6.292
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,49,24.0
49,50,19.2
50,50,19.2
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,50,24.0
50,51,19.34
51,51,19.2
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
51,51,9.6
